BOTTLE,20240730CCHHYDRO
#BOTTLE,STAMP
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,PH_TMP_FLAG_W,DOC,DOC_FLAG_W,REFTMP,REFTMP_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,POC,POC_FLAG_W,PON,PON_FLAG_W,POP,POP_FLAG_W,PCOD,PCOD_FLAG_W,TDN,TDN_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,N2O,N2O_FLAG_W,BTL_DATE,BTL_TIME,BTL_LAT,BTL_LON,HPLC,HPLC_FLAG_W,DNA,DNA_FLAG_W,FCM,FCM_FLAG_W
33RR20220430  ,P02        ,1       ,  1,31         ,31         ,2,20220501,2043,  20.9996, 140.0502,     -999,     12.9,1,  27.8940,1,  34.6287,1,     -999,9,    195.7,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0138,1,   4.6555,1,     -999,9,20220501,2051,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,32         ,32         ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.0,1,  27.8951,1,  34.6289,1,     -999,9,    195.6,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0139,1,   4.6551,1,     -999,9,20220501,2051,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,22         ,22         ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.0,1,  27.8917,1,  34.6278,1,     -999,9,    195.6,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0140,1,   4.6562,1,     -999,9,20220501,2049,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,12         ,12         ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.0,1,  27.8988,1,  34.6288,1,     -999,9,    195.5,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0137,1,   4.6468,1,     -999,9,20220501,2047,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,15         ,15         ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.0,1,  27.8961,1,  34.6290,1,     -999,9,    195.1,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0137,1,   4.6557,1,     -999,9,20220501,2048,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,17         ,17         ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.0,1,  27.8961,1,  34.6288,1,     -999,9,    195.7,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0137,1,   4.6551,1,     -999,9,20220501,2048,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,13         ,13         ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.0,1,  27.8983,1,  34.6287,1,     -999,9,    195.8,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0137,1,   4.6509,1,     -999,9,20220501,2047,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,30         ,30         ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.0,1,  27.8942,1,  34.6285,1,     -999,9,    195.6,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0139,1,   4.6563,1,     -999,9,20220501,2051,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,28         ,28         ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.0,1,  27.8898,1,  34.6272,1,     -999,9,    195.5,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0140,1,   4.6551,1,     -999,9,20220501,2051,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,1          ,1          ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.1,1,  27.9135,1,  34.6297,1,     -999,9,    196.2,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0135,1,   4.6564,1,     -999,9,20220501,2043,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,11         ,11         ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.1,1,  27.8979,1,  34.6288,1,     -999,9,    195.1,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0137,1,   4.6557,1,     -999,9,20220501,2047,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,27         ,27         ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.2,1,  27.8819,1,  34.6241,1,     -999,9,    195.3,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0140,1,   4.6538,1,     -999,9,20220501,2050,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,20         ,20         ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.2,1,  27.8535,1,  34.6181,1,     -999,9,    195.8,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0139,1,   4.6545,1,     -999,9,20220501,2049,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,4          ,4          ,4,20220501,2043,  20.9996, 140.0502,     -999,     13.2,1,  27.9104,1,  34.6309,1,     -999,9,    195.7,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0138,1,   4.6548,1,     -999,9,20220501,2045,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,19         ,19         ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.2,1,  27.8985,1,  34.6297,1,     -999,9,    195.2,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0140,1,   4.6558,1,     -999,9,20220501,2049,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,36         ,36         ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.2,1,  27.8955,1,  34.6290,1,     -999,9,    195.6,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0140,1,   4.6552,1,     -999,9,20220501,2052,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,14         ,14         ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.2,1,  27.8978,1,  34.6295,1,     -999,9,    195.2,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0139,1,   4.6567,1,     -999,9,20220501,2048,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,2          ,2          ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.2,1,  27.9118,1,  34.6304,1,     -999,9,    195.6,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0136,1,   4.6569,1,     -999,9,20220501,2044,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,6          ,6          ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.2,1,  27.9035,1,  34.6295,1,     -999,9,    195.8,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0137,1,   4.6557,1,     -999,9,20220501,2045,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,25         ,25         ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.3,1,  27.8921,1,  34.6271,1,     -999,9,    195.9,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0139,1,   4.6562,1,     -999,9,20220501,2050,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,34         ,34         ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.3,1,  27.8938,1,  34.6284,1,     -999,9,    195.7,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0140,1,   4.6560,1,     -999,9,20220501,2052,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,33         ,33         ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.3,1,  27.8929,1,  34.6278,1,     -999,9,    195.5,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0140,1,   4.6561,1,     -999,9,20220501,2051,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,16         ,16         ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.3,1,  27.8955,1,  34.6288,1,     -999,9,    195.7,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0138,1,   4.6555,1,     -999,9,20220501,2048,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,23         ,23         ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.4,1,  27.8845,1,  34.6260,1,     -999,9,    195.5,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0139,1,   4.6561,1,     -999,9,20220501,2049,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,8          ,8          ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.4,1,  27.9080,1,  34.6300,1,     -999,9,    195.5,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0137,1,   4.6558,1,     -999,9,20220501,2046,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  1,21         ,21         ,2,20220501,2043,  20.9996, 140.0502,     -999,     13.4,1,  27.8556,1,  34.6182,1,     -999,9,    195.8,1,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0138,1,   4.6553,1,     -999,9,20220501,2049,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  2,36         ,36         ,2,20220501,2209,  20.9996, 140.0502,     1504,      3.9,2,  27.8820,2,  34.6205,2,     -999,9,    200.5,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0135,1,   4.6542,1,     -999,9,20220501,2308,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  2,33         ,33         ,2,20220501,2209,  20.9996, 140.0502,     1504,      4.0,2,  27.8818,2,  34.6203,2,     -999,9,    200.6,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,  27.8817,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0138,1,   4.6541,1,     -999,9,20220501,2308,  20.9996, 140.0502,-999          ,9,-999          ,1,-999          ,9
33RR20220430  ,P02        ,1       ,  2,35         ,35         ,2,20220501,2209,  20.9996, 140.0502,     1504,      4.0,2,  27.8827,2,  34.6205,2,     -999,9,    200.4,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,  27.8806,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0124,1,   4.6532,1,     -999,9,20220501,2308,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  2,34         ,34         ,2,20220501,2209,  20.9996, 140.0502,     1504,      4.4,2,  27.8825,2,  34.6207,2,     -999,9,    200.6,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,1,     -999,1,     -999,9,     -999,9,  -999.00,9,   0.0135,1,   4.6531,1,     -999,9,20220501,2308,  20.9996, 140.0502,-999          ,1,-999          ,9,-999          ,1
33RR20220430  ,P02        ,1       ,  2,32         ,32         ,2,20220501,2209,  20.9996, 140.0502,     1504,      4.7,2,  27.8818,2,  34.6203,2,  34.5916,2,    200.5,2,    200.1,2,     0.29,2,     0.00,2,     0.00,2,     0.03,2,    1.479,2,    0.953,2,   1.6791,2,   1951.1,6,   2272.8,2,   8.0897,2,    25.06,2,  -999.00,9,  27.8823,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0132,1,   4.6537,1,      4.8,2,20220501,2307,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,1       ,  2,31         ,31         ,2,20220501,2209,  20.9996, 140.0502,     1504,     23.4,2,  27.6597,2,  34.6092,2,  34.5822,2,    201.3,2,    201.3,2,     0.00,2,     0.00,2,     0.00,2,     0.03,2,    1.507,2,    1.024,2,   1.7827,2,   1949.4,2,   2271.5,2,   8.0887,2,    25.01,2,  -999.00,9,  27.6653,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0136,1,   4.6440,1,      4.9,2,20220501,2305,  20.9996, 140.0502,-999          ,9,-999          ,9,-999          ,9
